decision_id,event_id,agent_name,confidence_score,reasoning_summary,recommended_action,approved,executed
DECEB4A2D7D,EVTEEC1C210,CostOptimizer,0.66,Market conditions support Security way or bag challenge industry field.,Delay Decision,Yes,Yes
DECD78343BA,EVT7D800143,InventoryOptimizer,0.58,Based on historical patterns Begin moment take.,Require Backup Vendor,Yes,No
DEC018B0323,EVT95F57A45,RiskAssessment,0.72,Vendor reliability suggests Herself experience public draw.,Require Backup Vendor,No,No
DECC1A507E9,EVT9EAF0EE9,IncidentResponder,0.67,Market conditions support Sure recent fine my position.,Send to Committee,Yes,Yes
DECADCA9862,EVT80C95BE7,DeliveryTracker,0.73,Inventory levels recommend Star watch election most management usually.,Reject,Yes,Yes
DEC880199C7,EVTF48119D5,CostOptimizer,0.77,Cost-benefit analysis shows Thank in less single style.,Approve,No,No
DECFAC81EE2,EVT6E1C79DF,RiskAssessment,0.83,Vendor reliability suggests Control fast everyone physical institution through,Approve,Yes,No
DECC1ECA1AE,EVTA9323471,RiskAssessment,0.73,Cost-benefit analysis shows Even have film trade.,Require Backup Vendor,No,No
DEC99D3F9FA,EVTBAD3BB84,VendorAnalyzer,0.73,Vendor reliability suggests Old manage than group owner.,Escalate to Manager,Yes,Yes
DECA02E05DE,EVTB6A43C61,RiskAssessment,0.48,Market conditions support Stage discussion trade reduce.,Require Backup Vendor,Yes,Yes
DEC7E0E571E,EVT55B7D13C,RiskAssessment,0.61,Inventory levels recommend According today high writer reason.,Request More Information,Yes,No
DEC57322652,EVTA2196317,RiskAssessment,0.47,Cost-benefit analysis shows Pm fund into candidate less my go.,Request More Information,Yes,Yes
DECF88F3B32,EVT2BC9F73A,InventoryOptimizer,0.83,Compliance requirements mandate Will southern body.,Approve,No,No
DEC97487E37,EVTF5FC82E2,ApprovalEngine,0.54,Cost-benefit analysis shows Peace floor human very.,Auto-Approve,Yes,Yes
DEC106B933B,EVT8F79C02B,VendorAnalyzer,0.63,Vendor reliability suggests Bag smile with side.,Approve,No,No
DEC7AC24554,EVTF6D47625,VendorAnalyzer,0.72,Vendor reliability suggests Crime lead trade actually election.,Send to Committee,Yes,Yes
DEC7263CDF9,EVTBF0D030A,VendorAnalyzer,0.51,Risk assessment indicates Under environmental clear end.,Request More Information,Yes,Yes
DECB9F150AC,EVT422847DF,DeliveryTracker,1.0,Compliance requirements mandate Ten good best left.,Require Backup Vendor,Yes,Yes
DEC9DFE84DA,EVTA0248686,ProcurementBot,0.79,Cost-benefit analysis shows Difference together entire art return such.,Auto-Approve,No,No
DECBD29219B,EVT7967785E,InventoryOptimizer,0.86,Compliance requirements mandate Today point seat or purpose.,Escalate to Manager,No,No
DECB1AAEFAE,EVT33DFE935,DeliveryTracker,0.7,Risk assessment indicates Wear capital he service program matter current.,Approve,Yes,Yes
DEC93419618,EVTD4FDCB8C,IncidentResponder,0.4,Compliance requirements mandate Into relationship case matter southern full large.,Approve,Yes,Yes
DEC1249DC11,EVT62347D7F,CostOptimizer,0.85,Vendor reliability suggests Go seem model wall for relate run.,Approve,No,No
DEC6D1E4F0C,EVT7580889B,IncidentResponder,0.79,Compliance requirements mandate You image raise middle.,Approve,Yes,Yes
DECA728AD36,EVT8168A16D,RiskAssessment,0.67,Inventory levels recommend Instead age find item page most catch.,Escalate to Manager,No,No
DEC95EB86CA,EVTA0415D15,IncidentResponder,0.5,Cost-benefit analysis shows Who agency clear why gas stop class.,Send to Committee,Yes,Yes
DECD8AF8918,EVT3DDB12A2,CostOptimizer,0.65,Compliance requirements mandate Growth born science customer beat person.,Escalate to Manager,Yes,Yes
DEC19AC5439,EVTC9E85076,VendorAnalyzer,0.64,Risk assessment indicates Often treat month way.,Require Backup Vendor,Yes,No
DEC954ACAE3,EVT68FF2967,RiskAssessment,0.65,Cost-benefit analysis shows Close energy us outside level.,Send to Committee,Yes,No
DECF7C80426,EVT96425D84,VendorAnalyzer,0.84,Risk assessment indicates Artist chance ok traditional wish interest.,Reject,Yes,Yes
DEC6AAA69AC,EVTC4DD8DB5,VendorAnalyzer,0.75,Cost-benefit analysis shows Church authority control effect move maintain one.,Send to Committee,No,No
DEC21460FB1,EVTBABCF308,IncidentResponder,0.7,Cost-benefit analysis shows Seat society picture idea pull.,Send to Committee,Yes,Yes
DEC42433C8F,EVTFB086735,VendorAnalyzer,0.37,Based on historical patterns If anyone together person.,Approve,Yes,Yes
DEC32E2570C,EVT173A231A,RiskAssessment,0.54,Risk assessment indicates Field still civil task them audience leave set.,Reject,No,No
DEC44D15F5F,EVT8122F4B2,RiskAssessment,0.79,Risk assessment indicates Deal parent doctor conference.,Reject,Yes,No
DEC1DCD3C83,EVT56DD2553,VendorAnalyzer,0.76,Inventory levels recommend Write since loss.,Reject,Yes,Yes
DEC00CA8D79,EVTA0851479,CostOptimizer,0.84,Compliance requirements mandate Skill man blue.,Send to Committee,Yes,Yes
DEC3B26A3EB,EVT3B953C2B,DeliveryTracker,0.64,Compliance requirements mandate Same help job trial however.,Escalate to Manager,Yes,No
DECEAC63B3A,EVT5969EA98,IncidentResponder,0.42,Cost-benefit analysis shows Visit have manage enter full call deep direction.,Require Backup Vendor,No,No
DEC555214DA,EVTD98ED97E,ApprovalEngine,0.71,Compliance requirements mandate Foot place home future likely guy.,Require Backup Vendor,Yes,Yes
DEC08EE7E48,EVTF1C6B51E,InventoryOptimizer,0.49,Compliance requirements mandate Job drive work available tax impact.,Auto-Approve,Yes,No
DECBF00DC42,EVT643C7BBA,RiskAssessment,0.69,Market conditions support Case story rate each.,Reject,Yes,Yes
DEC7671E280,EVT3A645ABB,DeliveryTracker,0.53,Risk assessment indicates Movie say answer go.,Delay Decision,Yes,Yes
DEC69FC544D,EVT3EEA3E2E,VendorAnalyzer,0.84,Based on historical patterns Spring writer exactly.,Delay Decision,Yes,Yes
DECD2F4630A,EVT3114F4C3,ApprovalEngine,0.75,Based on historical patterns Color late shake manage high seem score.,Escalate to Manager,Yes,Yes
DEC379A4E8C,EVT9CAC9C56,DeliveryTracker,0.75,Based on historical patterns Kid maintain crime indeed.,Delay Decision,Yes,Yes
DECC8632FD0,EVTD9689A7B,ApprovalEngine,0.77,Risk assessment indicates School spring fact character shoulder civil centra,Delay Decision,Yes,Yes
DECC114055C,EVTE48C79FF,RiskAssessment,0.52,Inventory levels recommend Number push field such hard allow.,Escalate to Manager,Yes,Yes
DECC9CBE9C2,EVT5166E3F1,VendorAnalyzer,0.72,Cost-benefit analysis shows Service exist Congress new big baby allow.,Escalate to Manager,Yes,Yes
DEC21AF30CA,EVTE2CAD671,RiskAssessment,0.68,Based on historical patterns Right they choice phone dream.,Reject,Yes,Yes
DEC73E8F961,EVT97AF167D,VendorAnalyzer,0.89,Risk assessment indicates Democratic around share enter environmental techno,Request More Information,No,No
DEC02119493,EVTD6FB701B,IncidentResponder,0.82,Risk assessment indicates Local street where its rest friend.,Send to Committee,Yes,No
DEC61765246,EVT300204AD,DeliveryTracker,0.74,Compliance requirements mandate Much bill specific test.,Request More Information,Yes,Yes
DECC68BFC07,EVT76A4C971,VendorAnalyzer,0.72,Inventory levels recommend Benefit early several water.,Send to Committee,No,No
DEC9E811E2D,EVT68E96440,ApprovalEngine,0.78,Inventory levels recommend Memory finally town place model past star.,Require Backup Vendor,Yes,Yes
DEC5975FC00,EVT90359471,IncidentResponder,1.0,Vendor reliability suggests Actually court piece war hand successful.,Send to Committee,Yes,Yes
DECCB38657B,EVT20AA2BFE,InventoryOptimizer,1.0,Risk assessment indicates Activity smile down relate middle.,Auto-Approve,No,No
DECABF55B47,EVTE43F87D9,ProcurementBot,0.71,Vendor reliability suggests Toward administration time central focus.,Reject,No,No
DEC6C399DED,EVT135D29C2,InventoryOptimizer,0.76,Compliance requirements mandate Person some to much.,Reject,Yes,Yes
DEC772ECA05,EVT0B34747F,VendorAnalyzer,0.56,Cost-benefit analysis shows Heart table interest follow factor family bill.,Require Backup Vendor,No,No
DEC07E644F5,EVT852E58F2,ApprovalEngine,0.93,Risk assessment indicates Amount writer always wrong stock.,Request More Information,Yes,Yes
DEC9D458964,EVT652F38C4,InventoryOptimizer,0.77,Risk assessment indicates Fear recent sense.,Escalate to Manager,Yes,Yes
DECB6403B45,EVTF1A7D146,IncidentResponder,0.71,Vendor reliability suggests Example together west type mouth yes.,Approve,No,No
DEC0FAD2FEB,EVTB05BA236,InventoryOptimizer,0.67,Compliance requirements mandate Maintain Republican become country full.,Reject,Yes,Yes
DECEC817AE3,EVTF3D4418D,RiskAssessment,0.46,Inventory levels recommend Itself maintain dark shoulder listen others party ,Escalate to Manager,No,No
DECD2C08EA2,EVT30C0229C,DeliveryTracker,0.89,Vendor reliability suggests Former general realize finish pressure.,Auto-Approve,Yes,Yes
DEC50A0708F,EVT974F0ADC,VendorAnalyzer,0.78,Inventory levels recommend Another say anyone final each exist.,Request More Information,No,No
DECE8D046DD,EVT868A26D9,ApprovalEngine,0.84,Risk assessment indicates Around court teacher young inside.,Approve,Yes,Yes
DECD4AB3C94,EVTD32AC3AD,ApprovalEngine,0.82,Risk assessment indicates Congress act short unit.,Delay Decision,No,No
DECF954D9BD,EVT5FE730F1,InventoryOptimizer,0.65,Market conditions support Year various such clear.,Require Backup Vendor,No,No
DECFEEAADC1,EVT975AC531,DeliveryTracker,0.51,Vendor reliability suggests Wear left authority mission strong several.,Escalate to Manager,Yes,Yes
DECBE1311C0,EVT1A69D77E,CostOptimizer,0.64,Compliance requirements mandate Single industry feel set fine explain fear.,Delay Decision,Yes,No
DECD14D8480,EVT4F3225C3,InventoryOptimizer,0.95,Compliance requirements mandate Return inside also entire.,Request More Information,Yes,Yes
DECC72EDF98,EVTF20A47B6,IncidentResponder,0.7,Vendor reliability suggests Class forward range benefit about must when develo,Escalate to Manager,Yes,No
DECB3D0165A,EVTCB25D57A,ProcurementBot,0.79,Compliance requirements mandate Hope near food difference must.,Reject,Yes,Yes
DEC3188FAAA,EVT062D130B,ApprovalEngine,0.5,Inventory levels recommend Once push quality church.,Send to Committee,No,No
DEC31D59536,EVT63553B7F,IncidentResponder,0.49,Market conditions support On quickly interesting project where enjoy him siz,Reject,Yes,Yes
DECEA541D50,EVTA6074695,ApprovalEngine,0.65,Risk assessment indicates Girl though politics majority.,Delay Decision,Yes,No
DEC3AC102C8,EVT26EC1887,ProcurementBot,0.67,Compliance requirements mandate Sound particularly onto lose new serious important,Escalate to Manager,Yes,Yes
DECED648623,EVT29C0F6A3,InventoryOptimizer,0.61,Compliance requirements mandate Clear stock standard I argue.,Require Backup Vendor,No,No
DEC263D06F1,EVT34FF647D,DeliveryTracker,0.69,Based on historical patterns Player million strong list light team kitchen.,Request More Information,Yes,Yes
DEC1373BD53,EVT2D019FAB,CostOptimizer,0.85,Cost-benefit analysis shows Explain there raise change expect air bank.,Require Backup Vendor,Yes,Yes
DECCF06E664,EVTFF072744,ApprovalEngine,0.87,Cost-benefit analysis shows Federal action wrong town staff dream building.,Auto-Approve,Yes,Yes
DEC066E8815,EVTCFD36200,IncidentResponder,0.9,Inventory levels recommend Move party able offer buy identify spend.,Escalate to Manager,No,No
DEC5F8F566C,EVTACF76537,ProcurementBot,0.66,Inventory levels recommend Mention cost throughout pretty.,Escalate to Manager,No,No
DEC77D58899,EVT374CDEDF,CostOptimizer,0.64,Cost-benefit analysis shows Along week here war figure.,Escalate to Manager,No,No
DEC402D118B,EVT9A25A3D8,VendorAnalyzer,1.0,Based on historical patterns Power ask something gas trip value pattern.,Approve,Yes,Yes
DECB6AA2D15,EVTDD5ECFBA,DeliveryTracker,0.95,Based on historical patterns Difficult yourself major feeling run for.,Delay Decision,Yes,Yes
DEC9652942C,EVT28D370AA,ApprovalEngine,0.65,Market conditions support Before across begin option.,Send to Committee,No,No
DEC430B7B5E,EVTCE6E8366,ProcurementBot,0.61,Based on historical patterns Turn back nothing thus along allow risk.,Require Backup Vendor,No,No
DEC53372C3F,EVT2459AEEC,VendorAnalyzer,0.65,Risk assessment indicates Baby sell treatment change morning.,Require Backup Vendor,Yes,No
DEC5673933C,EVTB2112E4E,DeliveryTracker,0.76,Risk assessment indicates Family whose since doctor.,Escalate to Manager,Yes,Yes
DEC9516D0DE,EVT429E7906,RiskAssessment,0.9,Cost-benefit analysis shows According often pressure shoulder once fast late a,Send to Committee,No,No
DEC1C8D770A,EVT564F1A5C,RiskAssessment,0.89,Based on historical patterns One trial stand several.,Escalate to Manager,Yes,Yes
DECE19D5BEC,EVTB2A1BA72,DeliveryTracker,0.78,Risk assessment indicates Care will loss she my organization similar wife.,Auto-Approve,Yes,Yes
DEC9AE856DA,EVTE37BFACB,ProcurementBot,0.65,Vendor reliability suggests Book which phone assume fish according respond.,Escalate to Manager,No,No
DECEFD2316B,EVT3780B05A,DeliveryTracker,0.61,Compliance requirements mandate Pick technology within great money hair.,Escalate to Manager,No,No
DEC4EC6DB72,EVTD42546AD,ApprovalEngine,0.72,Cost-benefit analysis shows Thing challenge page kitchen attorney her.,Require Backup Vendor,Yes,Yes
DEC02A9E757,EVT8F67D29A,DeliveryTracker,0.57,Inventory levels recommend Participant charge administration seek.,Send to Committee,No,No
DEC8A0809B1,EVT88369D54,IncidentResponder,0.61,Cost-benefit analysis shows Writer director up truth special prove.,Approve,Yes,Yes
DEC67399DB6,EVTB59DBEA8,RiskAssessment,0.65,Cost-benefit analysis shows Commercial city explain show.,Approve,Yes,Yes
DECA8BAC846,EVT3CCED065,VendorAnalyzer,1.0,Inventory levels recommend Important single protect edge rich spring bill.,Escalate to Manager,Yes,Yes
DEC9C14C9FB,EVT2B6A4746,DeliveryTracker,0.89,Cost-benefit analysis shows Produce movement win lead three job.,Escalate to Manager,No,No
DEC2FCD1EF5,EVT01467805,ProcurementBot,0.96,Inventory levels recommend Sense prove Mrs us.,Escalate to Manager,Yes,Yes
DEC0D9B4179,EVT6F8FC1D3,CostOptimizer,0.76,Based on historical patterns Particular hot manager baby quality around.,Delay Decision,No,No
DEC80CA1E60,EVTCB0F5F2F,DeliveryTracker,0.95,Risk assessment indicates Man major water scene certain adult here.,Delay Decision,Yes,Yes
DECA162E4D8,EVTA5990AC0,VendorAnalyzer,0.86,Market conditions support Soldier talk left woman fight mission.,Reject,Yes,No
DECFBFB77F0,EVTD9C27918,RiskAssessment,0.59,Compliance requirements mandate Music add much hear among bit.,Delay Decision,Yes,Yes
DEC3D87635D,EVT8BF8B6B7,RiskAssessment,0.82,Based on historical patterns True get Mrs simply process all.,Reject,Yes,Yes
DEC65DC5ABA,EVT84266F36,IncidentResponder,0.68,Risk assessment indicates Republican cold performance establish successful.,Delay Decision,Yes,No
DECA6CBB232,EVT310AAD57,ProcurementBot,0.85,Vendor reliability suggests Natural skill weight lead surface cause century na,Auto-Approve,No,No
DECB2717E6E,EVT546AA2B4,ApprovalEngine,0.78,Risk assessment indicates Gas wonder statement new.,Approve,No,No
DECD5607CB1,EVTDDEB2121,DeliveryTracker,0.78,Inventory levels recommend Trial tend particularly wind.,Delay Decision,Yes,Yes
DECA502A53D,EVT984E9F85,DeliveryTracker,0.8,Cost-benefit analysis shows Mouth perform good program represent structure.,Require Backup Vendor,Yes,Yes
DEC365CBA2E,EVT27AF21B7,ApprovalEngine,0.82,Compliance requirements mandate Voice certainly book time scene.,Delay Decision,No,No
DEC904F6EC4,EVTBABCF308,VendorAnalyzer,0.82,Risk assessment indicates Position fund moment power news.,Delay Decision,No,No
DECFDE6C66F,EVT72D785B4,VendorAnalyzer,0.66,Inventory levels recommend Challenge easy development central center.,Send to Committee,Yes,Yes
DEC52F21DB9,EVT15C6E70B,VendorAnalyzer,0.69,Vendor reliability suggests Level series begin.,Require Backup Vendor,Yes,Yes
DEC94B6CAE3,EVTA5649F67,ProcurementBot,0.99,Cost-benefit analysis shows Work imagine pick beat whom.,Delay Decision,Yes,No
DECC5ECBB5E,EVT047CC338,DeliveryTracker,0.7,Inventory levels recommend Public probably mother bit.,Require Backup Vendor,Yes,No
DECD70E84C6,EVT9449AC59,VendorAnalyzer,0.83,Market conditions support Speak decide view treat shake.,Delay Decision,No,No
DEC955C0A70,EVT80990071,DeliveryTracker,0.62,Compliance requirements mandate Owner understand what whatever he.,Send to Committee,No,No
DEC3A031FE0,EVTB0B97C8C,CostOptimizer,0.74,Cost-benefit analysis shows Time up property really begin.,Reject,No,No
DEC2A1E505D,EVTC96E8BBA,RiskAssessment,0.76,Inventory levels recommend I economic not example sense include movement.,Approve,Yes,Yes
DECC8F7C506,EVT9C933C8C,ProcurementBot,0.89,Based on historical patterns Military research daughter someone card term quick,Auto-Approve,Yes,Yes
DECEFBD656C,EVT173B157C,RiskAssessment,0.62,Market conditions support Model record simply hard under.,Escalate to Manager,No,No
DEC173D8989,EVT35C5D004,CostOptimizer,0.57,Vendor reliability suggests Program owner bad fund involve network technology.,Reject,Yes,Yes
DECD7C1085D,EVT57FFCE32,IncidentResponder,0.81,Based on historical patterns Suddenly trip movement case attention specific cit,Approve,No,No
DEC50EF3A4B,EVT290E1162,IncidentResponder,0.82,Based on historical patterns Policy late evening discover product hand sort sta,Auto-Approve,Yes,No
DEC37F4AFE0,EVT6350FCF3,IncidentResponder,0.79,Inventory levels recommend Meet you none risk three.,Send to Committee,Yes,Yes
