po_id,employee_id,vendor_id,approval_status,budget,amount,priority,request_date,approval_date,delivery_date,category
PO718E5043,EMP8CC6DD51,VND34264845,Approved,51435.83,43951.96,Normal,2024-01-19,2024-01-20,2024-01-30,Components
POEA5E8999,EMP65D8FE0F,VNDEA23339B,Rejected,36495.64,38218.71,Normal,2024-12-16,2024-12-17,,Equipment
PO8A6B7D2B,EMP77CE790E,VND9DFC7925,Approved,40767.78,46295.04,Normal,2024-10-30,2024-11-03,2024-11-17,Raw Materials
POF7B3C85A,EMPEFE09FC1,VND6ACF147A,Rejected,1651.35,1567.49,Normal,2024-08-19,2024-08-22,,Components
PO800A9B63,EMP2DE5EBE5,VND3B5BB0BC,Pending,515.56,574.56,Normal,2024-04-10,,,Raw Materials
PODC2C9477,EMPD9D39F00,VND65B60718,Approved,313.33,382.01,Normal,2024-02-23,2024-02-25,2024-03-19,Components
POC7EBED80,EMPE6041286,VND76F0F0E0,Approved,29701.4,31534.96,Normal,2024-05-16,2024-05-19,2024-05-27,Components
PO954E43F0,EMP873FF718,VNDE05F71D7,Pending,15650.91,18600.93,High,2024-02-12,,,Raw Materials
PO6F2B385D,EMP28483038,VND894C6368,Approved,44225.65,46301.96,High,2024-12-24,2024-12-29,2025-01-13,Components
POF2A3A3C7,EMP89950FBC,VND6C887C82,Approved,11190.14,13589.55,Normal,2024-06-24,2024-06-25,2024-07-22,Services
PO7441F8A6,EMP34A92786,VND8CAEB48D,Pending,49926.98,44392.81,Normal,2024-03-07,,,Office Supplies
POF4C6A498,EMP628BA0AF,VND6C887C82,Pending,22356.14,24227.15,Normal,2024-03-20,,,Equipment
PO0298C1E5,EMP3CE2B6FE,VND57CA31A1,Approved,7330.17,7028.2,Normal,2024-05-08,2024-05-11,2024-05-21,Office Supplies
PO9BBEC5D3,EMP7B729B5B,VND220F792F,Approved,4977.45,6130.52,Normal,2024-10-23,2024-10-25,2024-11-17,Raw Materials
POEF4AD1FC,EMP13DFD944,VNDF78A924D,Approved,1644.89,1421.73,Critical,2024-12-20,2024-12-25,2025-01-13,Services
PO019AD500,EMPEFD7D79E,VND7DD7F0E9,Pending,23085.17,20933.35,Normal,2024-01-27,,,Equipment
PODB289FF5,EMPDF403F5F,VND2986F777,Approved,1296.42,1406.48,High,2024-08-15,2024-08-18,2024-08-30,Services
PO2D07C138,EMPC7E83B7E,VND7B4F5D31,Approved,53218.58,47044.47,Normal,2024-11-26,2024-11-27,2024-12-19,Components
POB6D8CC24,EMP70A4723A,VNDF78A924D,Approved,40941.34,48977.54,Critical,2024-04-11,2024-04-16,2024-05-11,Services
PO1FDEC368,EMP705D1EB8,VND8C1D087C,Rejected,4365.32,5093.46,Normal,2024-09-19,2024-09-22,,Raw Materials
PO0CAABD36,EMPFF63520B,VNDD902468E,Approved,17247.86,16741.53,High,2024-06-22,2024-06-26,2024-07-01,Components
POAFDDB1A9,EMP55DDE1E5,VNDF464A966,Approved,13003.35,13689.25,Critical,2024-11-25,2024-11-29,2024-12-28,Office Supplies
PO7E1B8AA6,EMPFECF5F12,VND650A3AAA,Approved,8037.77,7955.4,Normal,2024-03-16,2024-03-21,2024-03-27,Office Supplies
POA0D93E01,EMPEBB0CC2C,VND5B2EC8F1,Cancelled,33221.08,39668.51,Critical,2024-08-12,2024-08-14,,Raw Materials
PO4B8A0280,EMP74D91E30,VND466655B2,Approved,23134.49,25021.08,Normal,2024-01-12,2024-01-13,2024-02-04,Components
PO739C6C1E,EMP0D1CA463,VND97FA9A66,Approved,43252.65,36851.84,Normal,2024-08-02,2024-08-03,2024-08-09,Office Supplies
PO3E0414F9,EMP56838D77,VND08CE8CA7,Approved,14453.69,15910.6,Normal,2024-06-10,2024-06-15,2024-06-25,Equipment
PO43D286A7,EMP5ABA28A3,VNDF549E284,Approved,28317.63,24968.63,Normal,2024-07-01,2024-07-02,2024-07-21,Equipment
POA15D933C,EMP9777B6E0,VNDE6A4DD03,Approved,4931.68,4582.32,Critical,2024-04-28,2024-05-03,2024-05-10,Raw Materials
PO49785C81,EMP5D170476,VND6917D5FA,Approved,12989.92,12226.65,High,2024-12-16,2024-12-18,2025-01-06,Equipment
POA0C3F5AE,EMP18EFF889,VNDD74D095B,Approved,25106.78,27841.4,Normal,2024-08-24,2024-08-28,2024-09-10,Components
PO09DEFEA7,EMP3F142913,VND1199176D,Approved,5460.73,6357.7,Normal,2024-09-25,2024-09-30,2024-10-21,Equipment
POCD7E1737,EMPE06A829A,VND8E10A670,Approved,37865.2,38315.48,High,2024-09-17,2024-09-22,2024-10-16,Services
PO343051EB,EMP4EB928CC,VND111F855A,Pending,51209.58,47441.8,Normal,2024-02-23,,,Equipment
POAFA3DB0E,EMP7ED19C6D,VNDF545674F,Rejected,8641.03,8508.3,Normal,2024-09-16,2024-09-18,,Services
POD076760B,EMPAC487328,VND048CF2D5,Approved,7173.03,7808.73,Normal,2024-10-18,2024-10-22,2024-11-18,Raw Materials
POEF1886FD,EMPB3A0FE2F,VND111F855A,Approved,21024.31,21861.19,High,2024-11-16,2024-11-17,2024-12-07,Office Supplies
POBE2B0657,EMPEFD7D79E,VND97FA9A66,Approved,37190.41,39597.35,Normal,2024-10-16,2024-10-20,2024-11-07,Services
POBE4EDD23,EMPBEE29D22,VND1DF7F1DC,Approved,16143.64,13503.31,Critical,2024-11-06,2024-11-08,2024-11-15,Components
PO313B48DE,EMPE695444D,VNDB3180A0E,Approved,5702.67,5386.4,Normal,2024-03-22,2024-03-27,2024-04-08,Services
POA36AF448,EMP6C2E93AA,VND18221D96,Approved,36035.51,39810.09,Normal,2024-12-06,2024-12-10,2025-01-08,Office Supplies
PO3C303C01,EMP156F0DE4,VND1DF449E3,Approved,4821.27,5275.73,Normal,2024-01-23,2024-01-24,2024-02-17,Equipment
PO051A9764,EMPD4EDE2BF,VND1C52ED63,Approved,22012.81,20625.34,High,2024-11-15,2024-11-18,2024-12-14,Equipment
PO1C823C58,EMP81A02242,VNDF981F27F,Approved,45755.0,42793.09,Normal,2024-12-01,2024-12-03,2024-12-17,Office Supplies
POCF762DC9,EMPDD36C8A7,VND49098C56,Approved,57477.71,49854.91,Normal,2024-07-11,2024-07-13,2024-08-07,Equipment
PO93B62795,EMP9BC3CE2D,VND7DD7F0E9,Approved,33489.43,40989.3,Normal,2024-05-13,2024-05-18,2024-06-03,Raw Materials
PO1EF44225,EMPFCF0BEFC,VNDF9F92F21,Pending,25443.15,31650.38,Normal,2024-10-03,,,Equipment
PO32042184,EMP1E58EBBB,VND27CBAF37,Approved,11406.82,11999.89,Normal,2024-12-01,2024-12-06,2024-12-20,Services
POFF4E3672,EMPFB071EE8,VND62396BAB,Approved,33904.31,30150.14,Critical,2024-08-07,2024-08-12,2024-09-01,Services
POD113F317,EMP39C474A2,VND40A7069F,Approved,29453.84,35547.41,Normal,2024-10-10,2024-10-12,2024-11-03,Equipment
PO7FFA4432,EMPAD09D729,VND23FDC749,Approved,31979.86,38300.52,Normal,2024-01-15,2024-01-17,2024-01-23,Equipment
PO43182450,EMP9113A504,VND8539FA55,Approved,16890.24,19484.49,Normal,2024-11-19,2024-11-20,2024-12-19,Equipment
POC10754DC,EMP4B0E0759,VND49FA8EB1,Pending,32223.52,32225.97,High,2024-05-19,,,Components
PO86C61998,EMPD11D35BF,VND97FA9A66,Approved,1588.1,1975.97,Normal,2024-01-01,2024-01-02,2024-01-24,Components
PO87ED1275,EMPAEC0C034,VND275CA511,Rejected,16522.48,20030.09,Normal,2024-08-02,2024-08-05,,Raw Materials
PO2FDFD4B0,EMPF1808BDD,VNDC939E188,Pending,32228.04,27947.48,Normal,2024-07-15,,,Services
POA2D213A1,EMPAD692B56,VND190C8D31,Approved,30829.31,31931.74,Normal,2024-03-24,2024-03-28,2024-04-25,Services
PODD1E1421,EMPAD2FBB92,VNDAE27E9B6,Approved,1747.72,1762.73,Normal,2024-01-19,2024-01-22,2024-02-20,Office Supplies
POC24C21B7,EMP01B120A7,VND768A7583,Approved,50338.97,47944.56,Normal,2024-03-13,2024-03-15,2024-03-22,Equipment
PO4DA51C61,EMP7611CEC8,VNDD24A1BC5,Rejected,15289.89,17247.93,Critical,2024-05-14,2024-05-15,,Office Supplies
POC7667B71,EMP296495BA,VND590E7C93,Approved,5906.63,6303.05,Normal,2024-04-13,2024-04-17,2024-04-23,Equipment
PO2E05174F,EMPD8C93593,VND63A70F54,Approved,16764.05,16347.28,Normal,2024-08-04,2024-08-07,2024-09-03,Services
PO5826CF13,EMPC1D92808,VNDD24A1BC5,Approved,38774.21,37680.81,Critical,2024-09-02,2024-09-06,2024-10-01,Raw Materials
POE55B2113,EMPFBC10760,VND03F2A471,Approved,52712.88,49321.45,Normal,2024-09-09,2024-09-13,2024-10-05,Raw Materials
PO942463B5,EMP67F4630D,VND999ED598,Approved,38481.29,32966.81,Normal,2024-05-12,2024-05-15,2024-05-30,Equipment
PO659EDB9E,EMPDDB8D012,VND6ACF147A,Approved,21290.93,24309.01,Normal,2024-01-08,2024-01-09,2024-01-17,Raw Materials
PO4C0CFF5C,EMP09E2AB99,VND36436386,Approved,17535.56,21099.74,High,2024-02-22,2024-02-27,2024-03-23,Office Supplies
POB3A8AC51,EMPFAB97095,VND17D7E4DC,Approved,1827.99,1888.45,Normal,2024-04-17,2024-04-20,2024-05-09,Office Supplies
PO4A98ECE2,EMPBC4B8137,VND4EC61792,Approved,12953.64,14927.63,High,2024-11-13,2024-11-16,2024-12-09,Services
PO0BEA33DA,EMP0F9656C9,VND048CF2D5,Approved,8894.22,7850.53,Normal,2024-05-01,2024-05-06,2024-05-20,Office Supplies
PO13CCD324,EMPB19A76E4,VND8BC82E76,Rejected,39079.22,33010.84,Critical,2024-10-27,2024-10-30,,Office Supplies
PO6562F16D,EMP6B2BEC02,VND2D25DD42,Approved,33004.61,32763.29,Normal,2024-10-24,2024-10-29,2024-11-07,Services
PO4AC0E39A,EMPD9789176,VND8CAEB48D,Pending,35138.19,32232.29,Normal,2024-10-23,,,Office Supplies
PO43075366,EMP850224D2,VNDA9CEA40D,Approved,30771.37,32890.75,Normal,2024-12-22,2024-12-26,2025-01-04,Office Supplies
POC386F336,EMP73C15C7D,VND8E10A670,Approved,48785.02,40869.13,High,2024-11-19,2024-11-21,2024-12-05,Components
PO2EA24B88,EMPF5C07924,VND221D1C44,Approved,28086.53,29650.22,Normal,2024-11-01,2024-11-05,2024-11-19,Equipment
PO7EE4CA77,EMP7FA86F91,VND020FD5AF,Approved,18375.8,18133.85,Normal,2024-01-07,2024-01-10,2024-01-24,Services
POA771E463,EMP2B43BF77,VND439CBBCF,Approved,46180.37,38761.2,Critical,2024-01-16,2024-01-20,2024-01-26,Equipment
POCDB3B066,EMP2F5D1519,VND0A251297,Rejected,7287.54,7295.97,Normal,2024-06-05,2024-06-08,,Services
PO8ABFF62D,EMPE21ED350,VND365E2FC5,Cancelled,21740.45,18881.07,Normal,2024-10-24,2024-10-26,,Raw Materials
PO5C1761B2,EMP51D34CBE,VNDAAF2A28A,Pending,5518.33,6183.59,Normal,2024-01-24,,,Components
POD9A7BAB3,EMP12AA6B4E,VND1199176D,Pending,13138.01,11030.3,High,2024-10-24,,,Components
POF9EEA021,EMP28D63F1A,VND76F0F0E0,Approved,12581.2,11285.57,Normal,2024-05-15,2024-05-19,2024-05-29,Office Supplies
POBDE0F73B,EMPB729A2CC,VND6121FB48,Pending,40554.56,39840.25,Normal,2024-05-27,,,Services
POA3062041,EMP883F4DA9,VND27CBAF37,Approved,51655.21,44775.05,Normal,2024-09-06,2024-09-10,2024-09-22,Raw Materials
PO928C1720,EMP0588D04F,VND4AFDF46C,Approved,5446.06,6251.17,Critical,2024-12-20,2024-12-23,2024-12-31,Equipment
PO1C94A298,EMPE7DE2992,VNDCDB882C0,Pending,837.82,1027.46,High,2024-02-13,,,Components
POAE30CDE7,EMP793C6757,VND8C1D087C,Approved,47855.89,48559.09,Normal,2024-06-23,2024-06-27,2024-07-12,Components
POA0F49389,EMP62C4F02C,VNDC4092504,Approved,47373.99,43908.96,Critical,2024-05-23,2024-05-28,2024-06-17,Raw Materials
PO789EDCF5,EMP1A44A8FF,VND2D25DD42,Approved,27536.71,25310.57,Normal,2024-12-10,2024-12-12,2025-01-05,Office Supplies
PO4990B294,EMPF31B76AE,VND1C52ED63,Pending,3995.33,3629.18,Normal,2024-04-04,,,Components
PO7472AE96,EMPD0D376E5,VNDE6156EFE,Approved,5956.75,5923.32,Critical,2024-08-28,2024-09-02,2024-09-25,Raw Materials
PO83BA5E66,EMPDA02D626,VNDC4092504,Approved,19662.32,20198.53,High,2024-09-05,2024-09-10,2024-09-22,Office Supplies
PO1AD3A02C,EMP6FE3D129,VND79774EB1,Pending,28259.36,27321.04,Normal,2024-05-19,,,Components
POE54BEEFB,EMPB650D171,VND109E5C6F,Rejected,1770.04,1552.4,Normal,2024-04-11,2024-04-12,,Equipment
POE84395C8,EMP2E4B6836,VND63A70F54,Pending,13347.77,14285.62,Normal,2024-03-23,,,Office Supplies
PO659E9D7E,EMPC46C22AF,VND1306F6E1,Pending,39078.22,39036.34,Critical,2024-04-18,,,Services
POFDCE846B,EMPEF0D71BD,VND40A7069F,Approved,35738.48,43536.41,Normal,2024-12-25,2024-12-28,2025-01-06,Raw Materials
PO6F963B8F,EMPF3966B90,VND109E5C6F,Pending,18134.88,17715.18,High,2024-10-25,,,Services
PO0A8E9FA4,EMP0392E786,VNDCAE263CC,Approved,9443.74,11732.15,Normal,2024-06-27,2024-07-01,2024-07-31,Office Supplies
POBA1DADCA,EMP8FA3A6C9,VND389A891A,Approved,3310.06,3489.4,Normal,2024-03-29,2024-03-31,2024-04-18,Office Supplies
PODA2FD4DB,EMP4519C249,VND66028154,Approved,20655.35,25412.6,High,2024-11-29,2024-12-01,2024-12-27,Equipment
PO214A8108,EMPAC9046F0,VND35CDCFF0,Approved,24693.18,28446.0,Normal,2024-11-29,2024-12-04,2024-12-27,Office Supplies
PO86291657,EMP9DD9D681,VNDAE27E9B6,Approved,30039.43,32255.1,Normal,2024-12-31,2025-01-03,2025-01-29,Raw Materials
PO7A3E3BED,EMPBF087A70,VNDD2BB8334,Pending,16867.98,21006.21,Normal,2024-08-18,,,Services
POB7E9F00E,EMP48C21935,VND2D25DD42,Approved,1967.03,1975.59,Normal,2024-11-28,2024-11-29,2024-12-18,Office Supplies
POA4796E7E,EMP040FF67F,VNDA9CEA40D,Approved,4577.37,4492.59,Normal,2024-11-09,2024-11-11,2024-11-23,Raw Materials
POF023587B,EMP2748A401,VND1C52ED63,Approved,11892.15,13516.75,Normal,2024-09-17,2024-09-18,2024-10-04,Equipment
POA093DD9D,EMP2AA48E66,VND220F792F,Approved,57391.64,48311.63,Normal,2024-03-12,2024-03-16,2024-03-29,Equipment
PODB893992,EMP9FBB2844,VND7E4DB750,Approved,1277.56,1302.89,Normal,2024-06-05,2024-06-08,2024-06-23,Services
POEEB0319E,EMP1B473850,VND3FC620C0,Approved,33827.04,31727.06,High,2024-03-06,2024-03-11,2024-03-20,Raw Materials
POBC38133C,EMP1B35BA27,VNDCE923A65,Approved,25552.77,22572.06,High,2024-02-10,2024-02-15,2024-02-28,Services
PODEFBA7E6,EMP20AFB729,VND7DD7F0E9,Rejected,12348.47,10857.08,Normal,2024-08-04,2024-08-06,,Components
POEF6EA127,EMPA0B9B9A8,VND09F13EB7,Approved,6199.84,7738.73,Normal,2024-09-13,2024-09-15,2024-10-12,Services
POE41F303B,EMP0AA8753D,VND86F10A10,Approved,32024.33,29744.11,Normal,2024-10-14,2024-10-17,2024-11-05,Components
POF6AA9345,EMP2104E33F,VND76746C6A,Pending,6917.37,8235.74,Normal,2024-04-16,,,Raw Materials
POBD70EFF9,EMPD7D3299D,VND07F575C8,Approved,49739.28,41827.59,High,2024-02-13,2024-02-18,2024-03-08,Equipment
POB964851C,EMPB65C6B2C,VND79774EB1,Pending,38080.45,36000.37,Normal,2024-08-05,,,Office Supplies
POAED9D4E8,EMP59334411,VND07A84740,Approved,20242.28,17775.74,High,2024-02-09,2024-02-14,2024-03-07,Equipment
PO4D639A19,EMP6DAA627C,VND34BC34BC,Approved,24147.92,27889.92,High,2024-03-22,2024-03-27,2024-04-13,Services
POC8E9239D,EMP0A25C477,VND79774EB1,Approved,1660.42,1555.24,High,2024-06-25,2024-06-28,2024-07-06,Equipment
PODE2E5C8D,EMP1204609C,VNDE05F71D7,Approved,47863.58,40686.46,Normal,2024-08-04,2024-08-05,2024-08-26,Office Supplies
POE4D2760A,EMP8B7D8314,VNDAD897EA3,Approved,54828.57,48123.12,Normal,2024-02-17,2024-02-21,2024-03-21,Raw Materials
PO41CD7FE1,EMP635D9B3A,VNDDFDF8860,Approved,12473.18,11849.15,High,2024-03-03,2024-03-07,2024-03-25,Office Supplies
PO95631DE3,EMP63640CE3,VND76746C6A,Approved,37214.6,35151.03,Normal,2024-05-16,2024-05-19,2024-06-07,Components
PO7D8424A8,EMP8800FCF9,VNDC73A3BD4,Approved,1188.93,1062.84,Normal,2024-09-22,2024-09-24,2024-10-07,Equipment
PO9CB1DC91,EMP7A9ACC08,VNDD39C47AD,Approved,43338.34,41433.5,Normal,2024-05-21,2024-05-25,2024-06-01,Components
PO953B2AEF,EMP6FEE50F8,VND5FBBF7E5,Rejected,39176.46,39881.7,Normal,2024-10-20,2024-10-23,,Components
PO44CDB9E9,EMP0344679E,VND44174C92,Rejected,10937.24,9576.49,Critical,2024-12-10,2024-12-11,,Components
PO56A4817C,EMP63B005D2,VND3AF51314,Approved,37195.02,44176.57,Normal,2024-02-07,2024-02-11,2024-03-09,Services
PO7D046DD2,EMPB94F2B98,VND2FE40F33,Rejected,28258.15,24519.82,Normal,2024-12-06,2024-12-09,,Raw Materials
POB0667A3E,EMP5338B8C6,VND8E10A670,Approved,37128.94,44649.06,Normal,2024-08-07,2024-08-10,2024-08-16,Services
PO3055A1A4,EMP8E486B92,VNDA68A83A5,Rejected,14150.82,13544.28,Normal,2024-04-10,2024-04-12,,Raw Materials
PO8FA6E7C9,EMP4BDA2257,VND439CBBCF,Pending,33216.04,37839.16,Normal,2024-09-13,,,Equipment
POD0D92B89,EMP712E2FBE,VND448E4836,Approved,48386.47,47213.75,Normal,2024-02-24,2024-02-29,2024-03-24,Raw Materials
PO94E34862,EMP8C5A30D7,VND49FA8EB1,Approved,39286.16,33710.67,Normal,2024-06-05,2024-06-06,2024-07-05,Components
PO8CF6E9C5,EMP68A85651,VND220F792F,Pending,33688.89,35801.76,Normal,2024-07-22,,,Raw Materials
PO52D05A82,EMPE23C9555,VND10335071,Cancelled,9377.44,8737.13,Normal,2024-07-03,2024-07-05,,Components
PO33575F12,EMP292BBA92,VNDE13413E5,Approved,39321.85,47813.6,Normal,2024-06-15,2024-06-19,2024-07-11,Raw Materials
POC408D4EB,EMPD453B0A3,VNDD74D095B,Approved,31690.67,35753.84,Normal,2024-09-07,2024-09-11,2024-10-04,Equipment
PO615686F8,EMP1C159BC1,VND03F2A471,Pending,18951.64,22431.81,Critical,2024-10-09,,,Office Supplies
POFF10E9F1,EMP7152ABDE,VND8E10A670,Approved,20221.7,17696.9,High,2024-11-24,2024-11-27,2024-12-10,Raw Materials
PO8909225C,EMP55B97231,VND36436386,Approved,45701.89,44520.85,Normal,2024-03-17,2024-03-22,2024-04-16,Components
POA34FDB4E,EMP60888349,VND672E91CF,Approved,26674.41,28258.34,Normal,2024-09-07,2024-09-10,2024-10-01,Services
POF16C4512,EMP79407A44,VNDD39C47AD,Approved,20091.34,22993.18,Normal,2024-12-13,2024-12-17,2024-12-28,Office Supplies
POF26EA3CD,EMPEB4C5DA8,VND40A7069F,Approved,13507.15,13379.61,Normal,2024-04-12,2024-04-15,2024-04-25,Office Supplies
PO24835F43,EMP0543ACAC,VND03F2A471,Approved,28177.7,24661.6,Critical,2024-01-31,2024-02-01,2024-02-18,Services
PO77FDD6DC,EMPD7AE5D34,VNDFDC347F6,Approved,12250.04,10828.41,Normal,2024-01-16,2024-01-18,2024-02-09,Office Supplies
PO51812F77,EMPBB0808D6,VND8E10A670,Approved,16546.89,16170.46,High,2024-04-03,2024-04-05,2024-04-26,Equipment
PO3A840C4B,EMP3C29A91F,VND489E103A,Pending,34263.59,35687.96,Normal,2024-01-13,,,Components
PO713EC829,EMPC309A592,VND09F13EB7,Approved,17997.31,18060.94,Normal,2024-06-29,2024-06-30,2024-07-30,Equipment
POC692864D,EMP81D82BD9,VND650A3AAA,Approved,19914.01,19188.55,Normal,2024-04-26,2024-05-01,2024-05-30,Office Supplies
PO4E831120,EMP3AE01945,VND6F35B3AD,Approved,9393.16,8375.56,Normal,2024-05-23,2024-05-27,2024-06-18,Components
POF47624B8,EMPF95A20AE,VND8CAEB48D,Approved,21909.04,22121.79,Normal,2024-07-29,2024-08-03,2024-08-18,Components
PO0857EB28,EMP342C03FC,VNDC73A3BD4,Approved,11746.66,12649.24,Normal,2024-01-15,2024-01-19,2024-02-02,Equipment
PO3CFB0B64,EMPB0EAEA72,VNDB3180A0E,Approved,16851.11,15933.86,Normal,2024-06-05,2024-06-10,2024-06-29,Raw Materials
POE67604DC,EMP7F03B05E,VND1306F6E1,Pending,35031.06,32788.16,High,2024-10-06,,,Raw Materials
POB2AD4706,EMPC62B6819,VND466655B2,Approved,54373.46,46228.22,Critical,2024-06-16,2024-06-18,2024-07-13,Equipment
POF79A6D18,EMP5ECD7247,VND6E96F23C,Pending,16549.38,18936.84,Normal,2024-02-21,,,Equipment
POF4A078E1,EMPFF717787,VND3D2A9A3A,Cancelled,44574.65,42968.61,High,2024-04-29,2024-04-30,,Office Supplies
POF170A3D3,EMP3D4D0B61,VND8BC82E76,Approved,15024.27,12567.76,Normal,2024-02-27,2024-02-28,2024-03-10,Services
PO5DEB333F,EMP1B9F6B32,VNDD6FBFD33,Pending,3038.73,3201.92,Normal,2024-09-01,,,Raw Materials
PO51CD7811,EMP5ADC544A,VND34264845,Approved,19442.31,21699.14,Normal,2024-10-18,2024-10-20,2024-11-14,Equipment
PO710FC6DD,EMPAE6A03DE,VNDAB26D618,Approved,10870.96,10284.71,High,2024-08-03,2024-08-04,2024-09-03,Components
PO08BB7E0B,EMP6C49B9E6,VND859AA544,Approved,19434.2,20377.15,Normal,2024-10-15,2024-10-20,2024-11-18,Components
PO1D59E668,EMPE6F3AD52,VNDAB26D618,Rejected,42630.07,41874.12,Normal,2024-08-21,2024-08-22,,Raw Materials
PO48D0A82B,EMPF359192F,VNDF545674F,Approved,12756.53,10748.76,Normal,2024-12-02,2024-12-06,2024-12-26,Components
POC3D196CB,EMPE0BBBE6E,VND859AA544,Pending,38328.49,42132.21,Normal,2024-12-21,,,Components
POB7E58C32,EMP77CE790E,VND8E10A670,Approved,14110.78,14054.58,Normal,2024-05-14,2024-05-15,2024-06-03,Office Supplies
POAD5AB1A9,EMP2ADC6338,VND63A70F54,Approved,18052.18,21019.28,High,2024-04-19,2024-04-21,2024-05-07,Raw Materials
POD2007BB5,EMP41163D7E,VND5FBBF7E5,Approved,31557.57,35486.15,Critical,2024-11-26,2024-11-27,2024-12-10,Equipment
PO1066C604,EMP6904F597,VNDA957A7D0,Rejected,2650.97,2578.4,Normal,2024-03-29,2024-03-30,,Office Supplies
POC522DEDB,EMP3A4C3C5B,VND3A746CBD,Approved,44759.87,45418.27,Normal,2024-01-14,2024-01-17,2024-02-16,Office Supplies
PO50E168F7,EMP8E9FB61C,VND0CE75C53,Approved,50471.88,49747.67,Normal,2024-09-15,2024-09-17,2024-09-22,Services
POD1487D1E,EMP07FAB1DE,VND048CF2D5,Approved,3115.62,3283.26,Normal,2024-05-02,2024-05-07,2024-05-20,Components
POA6478224,EMP891399AD,VNDF7742C98,Cancelled,52236.85,43694.01,Normal,2024-11-26,2024-11-27,,Equipment
PO2F2F53E3,EMPD5C7F2FF,VND3A80813D,Approved,3249.7,3590.46,High,2024-07-24,2024-07-25,2024-08-10,Components
PO838C1907,EMP4F6D5272,VND27CBAF37,Approved,28596.87,31322.33,Normal,2024-12-09,2024-12-13,2024-12-30,Services
PO5FBA14D9,EMP43355C55,VND40A7069F,Approved,28947.4,32637.59,Normal,2024-11-19,2024-11-22,2024-12-22,Office Supplies
PO1AB0A855,EMP64F0B558,VND190C8D31,Approved,33884.02,34601.25,Normal,2024-12-22,2024-12-23,2025-01-07,Equipment
PO549D7FB8,EMPC28E336C,VND7B8206C3,Approved,43869.13,43849.11,Normal,2024-01-18,2024-01-22,2024-02-07,Components
POA8406780,EMPD65E5AE2,VNDE4298A7B,Approved,37842.78,44369.26,Normal,2024-12-22,2024-12-26,2025-01-07,Raw Materials
PO9D7F38D7,EMP81845CBA,VND35CDCFF0,Approved,23102.74,24301.96,High,2024-11-07,2024-11-10,2024-12-07,Office Supplies
PO3D3F89C9,EMP5EAAA815,VNDF9F92F21,Pending,3198.31,3562.06,Normal,2024-10-24,,,Office Supplies
PO59112242,EMP0ECC5622,VND2D25DD42,Rejected,38177.57,35789.19,Critical,2024-04-24,2024-04-26,,Equipment
PO42BF25C9,EMP0C32A643,VNDC4060F12,Approved,42771.16,36411.07,Normal,2024-03-02,2024-03-06,2024-03-28,Raw Materials
PO313DE972,EMPA4DEB4CF,VNDD6D686D6,Pending,39082.2,32764.33,Normal,2024-07-29,,,Raw Materials
POE9FE8CC3,EMP5F37E877,VND57CA31A1,Pending,17012.5,17098.41,Normal,2024-06-17,,,Equipment
PO00C3D267,EMP261C239B,VND111F855A,Approved,23583.5,25683.24,Normal,2024-05-20,2024-05-24,2024-06-22,Equipment
PO558FFC48,EMP769BE35A,VND34BC34BC,Approved,42281.93,44047.4,Critical,2024-12-08,2024-12-12,2024-12-27,Equipment
POC8210E5B,EMP9E45CB5F,VND1199176D,Approved,14075.48,13895.82,Normal,2024-02-27,2024-02-29,2024-03-18,Equipment
PO31C8F1A4,EMP7E958AAA,VNDA74DADEC,Pending,24082.41,29936.02,Normal,2024-06-10,,,Equipment
PO59BEF300,EMPB576012E,VND8C1D087C,Rejected,2649.02,3072.33,Normal,2024-12-19,2024-12-20,,Components
POFDE25017,EMP827EC9F6,VND4706504E,Approved,7854.89,8443.16,Normal,2024-10-12,2024-10-16,2024-10-22,Raw Materials
PO8DB81A1C,EMP6248A954,VND7B4F5D31,Rejected,7308.94,8812.28,Normal,2024-02-28,2024-02-29,,Raw Materials
POB1B7D786,EMPECC8F2F3,VND96325CEF,Pending,39993.08,46530.2,Critical,2024-11-19,,,Equipment
PO01C3D8C5,EMP5BB7C262,VNDD24A1BC5,Approved,31100.34,31263.31,Normal,2024-01-01,2024-01-06,2024-02-03,Components
PO118188CD,EMPF92A14E4,VND020FD5AF,Approved,52376.9,45124.5,High,2024-10-16,2024-10-18,2024-11-13,Components
PO43AC8DE8,EMP05D23C55,VNDA68A83A5,Approved,5750.89,7158.67,Normal,2024-10-04,2024-10-06,2024-10-14,Raw Materials
PO1ECC0DBC,EMP36D18F65,VNDD6D686D6,Rejected,21620.11,26446.53,High,2024-09-04,2024-09-07,,Office Supplies
POCB7ABF85,EMPD0DF6581,VNDF7742C98,Approved,22119.9,22716.59,High,2024-12-16,2024-12-18,2024-12-31,Components
POB9EB6FB2,EMP97E34CE0,VND859AA544,Approved,21781.18,20113.27,High,2024-10-30,2024-11-01,2024-11-20,Services
POFB20BADE,EMP0FFD1DCD,VNDF08F6829,Approved,968.69,918.66,Critical,2024-06-10,2024-06-15,2024-06-25,Equipment
PO449CA2EF,EMP0179F76A,VNDB643A5C9,Approved,42974.25,41030.69,High,2024-11-14,2024-11-19,2024-11-29,Components
PO338D0738,EMPDA06F474,VND4AFDF46C,Approved,15527.35,15884.11,High,2024-10-22,2024-10-26,2024-11-09,Equipment
